ITEM_NAME_000;Poción
ITEM_NAME_007_LC09;3221225472
ITEM_NAME_008;Elixir
ITEM_NAME_008_LC01;elixir
ITEM_NAME_008_LC02;3221225472
ITEM_NAME_008_LC03;el
ITEM_NAME_008_LC04;un
ITEM_NAME_008_LC05;elixires
ITEM_NAME_008_LC06;3221225472
ITEM_NAME_008_LC07;3221225472
ITEM_NAME_008_LC08;3221225472
ITEM_NAME_008_LC09;3221225472
ITEM_NAME_009;Omnielixir
ITEM_NAME_009_LC01;omnielixir
ITEM_NAME_009_LC02;3221225472
ITEM_NAME_009_LC03;el
ITEM_NAME_009_LC04;un
ITEM_NAME_009_LC05;omnielixires
ITEM_NAME_009_LC06;3221225472
ITEM_NAME_009_LC07;3221225472
ITEM_NAME_009_LC08;3221225472
ITEM_NAME_009_LC09;3221225472
ITEM_NAME_010;Ultraéter
ITEM_NAME_010_LC01;ultraéter
ITEM_NAME_010_LC02;3221225472
ITEM_NAME_010_LC03;el
ITEM_NAME_010_LC04;un
ITEM_NAME_010_LC05;ultraéteres
ITEM_NAME_010_LC06;3221225472
ITEM_NAME_010_LC07;3221225472
ITEM_NAME_010_LC08;3221225472
ITEM_NAME_010_LC09;3221225472
ITEM_NAME_011;Éter+
ITEM_NAME_011_LC01;éter+
ITEM_NAME_011_LC02;3221225472
ITEM_NAME_011_LC03;el
ITEM_NAME_011_LC04;un
ITEM_NAME_011_LC05;éteres+
ITEM_NAME_011_LC06;3221225472
ITEM_NAME_011_LC07;3221225472
ITEM_NAME_011_LC08;3221225472
ITEM_NAME_011_LC09;3221225472
ITEM_NAME_012;Omniéter
ITEM_NAME_012_LC01;omniéter
ITEM_NAME_012_LC02;3221225472
ITEM_NAME_012_LC03;el
ITEM_NAME_012_LC04;un
ITEM_NAME_012_LC05;omniéteres
ITEM_NAME_012_LC06;3221225472
ITEM_NAME_012_LC07;3221225472
ITEM_NAME_012_LC08;3221225472
ITEM_NAME_012_LC09;3221225472
ITEM_NAME_013;Colirio
ITEM_NAME_013_LC01;colirio
ITEM_NAME_013_LC02;3221225472
ITEM_NAME_013_LC03;el
ITEM_NAME_013_LC04;un
ITEM_NAME_013_LC05;colirios
ITEM_NAME_013_LC06;3221225472
ITEM_NAME_013_LC07;3221225472
ITEM_NAME_013_LC08;3221225472
ITEM_NAME_013_LC09;3221225472
ITEM_NAME_014;Hierba memoriosa
ITEM_NAME_014_LC01;hierba memoriosa
ITEM_NAME_014_LC02;3221225472
ITEM_NAME_014_LC03;la
ITEM_NAME_014_LC04;una
ITEM_NAME_014_LC05;hierbas memoriosas
ITEM_NAME_014_LC06;3221225472
ITEM_NAME_014_LC07;3221225472
ITEM_NAME_014_LC08;3221225472
ITEM_NAME_014_LC09;3221225472
ITEM_NAME_015;Bebida energética
ITEM_NAME_015_LC01;bebida energética
ITEM_NAME_015_LC02;3221225472
ITEM_NAME_015_LC03;la
ITEM_NAME_015_LC04;una
ITEM_NAME_015_LC05;bebidas energéticas
ITEM_NAME_015_LC06;3221225472
ITEM_NAME_015_LC07;3221225472
ITEM_NAME_015_LC08;3221225472
ITEM_NAME_015_LC09;3221225472
ITEM_NAME_016;Sal de olor
ITEM_NAME_016_LC01;sal de olor
ITEM_NAME_016_LC02;3221225472
ITEM_NAME_016_LC03;la
ITEM_NAME_016_LC04;una
ITEM_NAME_016_LC05;sales de olor
ITEM_NAME_016_LC06;3221225472
ITEM_NAME_016_LC07;3221225472
ITEM_NAME_016_LC08;3221225472
ITEM_NAME_016_LC09;3221225472
ITEM_NAME_017;Estabilizador
ITEM_NAME_017_LC01;estabilizador
ITEM_NAME_017_LC02;3221225472
ITEM_NAME_017_LC03;el
ITEM_NAME_017_LC04;un
ITEM_NAME_017_LC05;estabilizadores
ITEM_NAME_017_LC06;3221225472
ITEM_NAME_017_LC07;3221225472
ITEM_NAME_017_LC08;3221225472
ITEM_NAME_017_LC09;3221225472
ITEM_NAME_018;Reloj de oro
ITEM_NAME_018_LC01;reloj de oro
ITEM_NAME_018_LC02;3221225472
ITEM_NAME_018_LC03;el
ITEM_NAME_018_LC04;un
ITEM_NAME_018_LC05;relojes de oro
ITEM_NAME_018_LC06;3221225472
ITEM_NAME_018_LC07;3221225472
ITEM_NAME_018_LC08;3221225472
ITEM_NAME_018_LC09;3221225472
ITEM_NAME_019;Tranquilizante
ITEM_NAME_019_LC01;tranquilizante
ITEM_NAME_019_LC02;3221225472
ITEM_NAME_019_LC03;el
ITEM_NAME_019_LC04;un
ITEM_NAME_019_LC05;tranquilizantes
ITEM_NAME_019_LC06;3221225472
ITEM_NAME_019_LC07;3221225472
ITEM_NAME_019_LC08;3221225472
ITEM_NAME_019_LC09;3221225472
ITEM_NAME_020;Panacea
ITEM_NAME_020_LC01;panacea
ITEM_NAME_020_LC02;3221225472
ITEM_NAME_020_LC03;la
ITEM_NAME_020_LC04;una
ITEM_NAME_020_LC05;panaceas
ITEM_NAME_020_LC06;3221225472
ITEM_NAME_020_LC07;3221225472
ITEM_NAME_020_LC08;3221225472
ITEM_NAME_020_LC09;3221225472
ITEM_NAME_021;Panacea+
ITEM_NAME_021_LC01;panacea+
ITEM_NAME_021_LC02;3221225472
ITEM_NAME_021_LC03;la
ITEM_NAME_021_LC04;una
ITEM_NAME_021_LC05;panaceas+
ITEM_NAME_021_LC06;3221225472
ITEM_NAME_021_LC07;3221225472
ITEM_NAME_021_LC08;3221225472
ITEM_NAME_021_LC09;3221225472
ITEM_NAME_022;Ala de fénix
ITEM_NAME_022_LC01;ala de fénix
ITEM_NAME_022_LC02;3221225472
ITEM_NAME_022_LC03;el
ITEM_NAME_022_LC04;un
ITEM_NAME_022_LC05;alas de fénix
ITEM_NAME_022_LC06;3221225472
ITEM_NAME_022_LC07;3221225472
ITEM_NAME_022_LC08;3221225472
ITEM_NAME_022_LC09;3221225472
ITEM_NAME_023;Omnifénix
ITEM_NAME_023_LC01;omnifénix
ITEM_NAME_023_LC02;3221225472
ITEM_NAME_023_LC03;el
ITEM_NAME_023_LC04;un
ITEM_NAME_023_LC05;omnifénixes
ITEM_NAME_023_LC06;3221225472
ITEM_NAME_023_LC07;3221225472
ITEM_NAME_023_LC08;3221225472
ITEM_NAME_023_LC09;3221225472
ITEM_NAME_024;Trozo de bom
ITEM_NAME_024_LC01;trozo de bom
ITEM_NAME_024_LC02;3221225472
ITEM_NAME_024_LC03;el
ITEM_NAME_024_LC04;un
ITEM_NAME_024_LC05;trozos de bom
ITEM_NAME_024_LC06;3221225472
ITEM_NAME_024_LC07;3221225472
ITEM_NAME_024_LC08;3221225472
ITEM_NAME_024_LC09;3221225472
ITEM_NAME_025;Alma de bom
ITEM_NAME_025_LC01;alma de bom
ITEM_NAME_025_LC02;3221225472
ITEM_NAME_025_LC03;el
ITEM_NAME_025_LC04;un
ITEM_NAME_025_LC05;almas de bom
ITEM_NAME_025_LC06;3221225472
ITEM_NAME_025_LC07;3221225472
ITEM_NAME_025_LC08;3221225472
ITEM_NAME_025_LC09;3221225472
ITEM_NAME_026;Piedra Fuego
ITEM_NAME_026_LC01;piedra Fuego
ITEM_NAME_026_LC02;3221225472
ITEM_NAME_026_LC03;la
ITEM_NAME_026_LC04;una
ITEM_NAME_026_LC05;piedras Fuego
ITEM_NAME_026_LC06;3221225472
ITEM_NAME_026_LC07;3221225472
ITEM_NAME_026_LC08;3221225472
ITEM_NAME_026_LC09;3221225472
ITEM_NAME_027;Bola eléctrica
ITEM_NAME_027_LC01;bola eléctrica
ITEM_NAME_027_LC02;3221225472
ITEM_NAME_027_LC03;la
ITEM_NAME_027_LC04;una
ITEM_NAME_027_LC05;bolas eléctricas
ITEM_NAME_027_LC06;3221225472
ITEM_NAME_027_LC07;3221225472
ITEM_NAME_027_LC08;3221225472
ITEM_NAME_027_LC09;3221225472
ITEM_NAME_028;Bola fulminante
ITEM_NAME_028_LC01;bola fulminante
ITEM_NAME_028_LC02;3221225472
ITEM_NAME_028_LC03;la
ITEM_NAME_028_LC04;una
ITEM_NAME_028_LC05;bolas fulminantes
ITEM_NAME_028_LC06;3221225472
ITEM_NAME_028_LC07;3221225472
ITEM_NAME_028_LC08;3221225472
ITEM_NAME_028_LC09;3221225472
ITEM_NAME_029;Piedra Rayo
ITEM_NAME_029_LC01;piedra Rayo
ITEM_NAME_029_LC02;3221225472
ITEM_NAME_029_LC03;la
ITEM_NAME_029_LC04;una
ITEM_NAME_029_LC05;piedras Rayo
ITEM_NAME_029_LC06;3221225472
ITEM_NAME_029_LC07;3221225472
ITEM_NAME_029_LC08;3221225472
ITEM_NAME_029_LC09;3221225472
ITEM_NAME_030;Frialita
ITEM_NAME_030_LC01;frialita
ITEM_NAME_030_LC02;3221225472
ITEM_NAME_030_LC03;la
ITEM_NAME_030_LC04;una
ITEM_NAME_030_LC05;frialitas
ITEM_NAME_030_LC06;3221225472
ITEM_NAME_030_LC07;3221225472
ITEM_NAME_030_LC08;3221225472
ITEM_NAME_030_LC09;3221225472
ITEM_NAME_031;Glacialita
ITEM_NAME_031_LC01;glacialita
ITEM_NAME_031_LC02;3221225472
ITEM_NAME_031_LC03;la
ITEM_NAME_031_LC04;una
ITEM_NAME_031_LC05;glacialitas
ITEM_NAME_031_LC06;3221225472
ITEM_NAME_031_LC07;3221225472
ITEM_NAME_031_LC08;3221225472
ITEM_NAME_031_LC09;3221225472
ITEM_NAME_032;Piedra Frío
ITEM_NAME_032_LC01;piedra Frío
ITEM_NAME_032_LC02;3221225472
ITEM_NAME_032_LC03;la
ITEM_NAME_032_LC04;una
ITEM_NAME_032_LC05;piedras Frío
ITEM_NAME_032_LC06;3221225472
ITEM_NAME_032_LC07;3221225472
ITEM_NAME_032_LC08;3221225472
ITEM_NAME_032_LC09;3221225472
ITEM_NAME_033;Escama de pez
ITEM_NAME_033_LC01;escama de pez
ITEM_NAME_033_LC02;3221225472
ITEM_NAME_033_LC03;la
ITEM_NAME_033_LC04;una
ITEM_NAME_033_LC05;escamas de pez
ITEM_NAME_033_LC06;3221225472
ITEM_NAME_033_LC07;3221225472
ITEM_NAME_033_LC08;3221225472
ITEM_NAME_033_LC09;3221225472
ITEM_NAME_034;Escama de dragón
ITEM_NAME_034_LC01;escama de dragón
ITEM_NAME_034_LC02;3221225472
ITEM_NAME_034_LC03;la
ITEM_NAME_034_LC04;una
ITEM_NAME_034_LC05;escamas de dragón
ITEM_NAME_034_LC06;3221225472
ITEM_NAME_034_LC07;3221225472
ITEM_NAME_034_LC08;3221225472
ITEM_NAME_034_LC09;3221225472
ITEM_NAME_035;Piedra Agua
ITEM_NAME_035_LC01;piedra Agua
ITEM_NAME_035_LC02;3221225472
ITEM_NAME_035_LC03;la
ITEM_NAME_035_LC04;una
ITEM_NAME_035_LC05;piedras Agua
ITEM_NAME_035_LC06;3221225472
ITEM_NAME_035_LC07;3221225472
ITEM_NAME_035_LC08;3221225472
ITEM_NAME_035_LC09;3221225472
ITEM_NAME_036;Alas escamosas
ITEM_NAME_036_LC01;alas escamosas
ITEM_NAME_036_LC02;3221225472
ITEM_NAME_036_LC03;las
ITEM_NAME_036_LC04;unas
ITEM_NAME_036_LC05;alas escamosas
ITEM_NAME_036_LC06;3221225472
ITEM_NAME_036_LC07;3221225472
ITEM_NAME_036_LC08;3221225472
ITEM_NAME_036_LC09;3221225472
ITEM_NAME_037;Alas de dragón
ITEM_NAME_037_LC01;alas de dragón
ITEM_NAME_037_LC02;3221225472
ITEM_NAME_037_LC03;las
ITEM_NAME_037_LC04;unas
ITEM_NAME_037_LC05;alas de dragón
ITEM_NAME_037_LC06;3221225472
ITEM_NAME_037_LC07;3221225472
ITEM_NAME_037_LC08;3221225472
ITEM_NAME_037_LC09;3221225472
ITEM_NAME_038;Piedra Aire
ITEM_NAME_038_LC01;piedra Aire
ITEM_NAME_038_LC02;3221225472
ITEM_NAME_038_LC03;la
ITEM_NAME_038_LC04;una
ITEM_NAME_038_LC05;piedras Aire
ITEM_NAME_038_LC06;3221225472
ITEM_NAME_038_LC07;3221225472
ITEM_NAME_038_LC08;3221225472
ITEM_NAME_038_LC09;3221225472
ITEM_NAME_039;Tambor de tierra
ITEM_NAME_039_LC01;tambor de tierra
ITEM_NAME_039_LC02;3221225472
ITEM_NAME_039_LC03;el
ITEM_NAME_039_LC04;un
ITEM_NAME_039_LC05;tambores de tierra
ITEM_NAME_039_LC06;3221225472
ITEM_NAME_039_LC07;3221225472
ITEM_NAME_039_LC08;3221225472
ITEM_NAME_039_LC09;3221225472
ITEM_NAME_040;Mazo de tierra
ITEM_NAME_040_LC01;mazo de tierra
ITEM_NAME_040_LC02;3221225472
ITEM_NAME_040_LC03;el
ITEM_NAME_040_LC04;un
ITEM_NAME_040_LC05;mazos de tierra
ITEM_NAME_040_LC06;3221225472
ITEM_NAME_040_LC07;3221225472
ITEM_NAME_040_LC08;3221225472
ITEM_NAME_040_LC09;3221225472
ITEM_NAME_041;Piedra Tierra
ITEM_NAME_041_LC01;piedra Tierra
ITEM_NAME_041_LC02;3221225472
ITEM_NAME_041_LC03;la
ITEM_NAME_041_LC04;una
ITEM_NAME_041_LC05;piedras Tierra
ITEM_NAME_041_LC06;3221225472
ITEM_NAME_041_LC07;3221225472
ITEM_NAME_041_LC08;3221225472
ITEM_NAME_041_LC09;3221225472
ITEM_NAME_042;3221225472
ITEM_NAME_042_LC01;3221225472
ITEM_NAME_042_LC02;3221225472
ITEM_NAME_042_LC03;3221225472
ITEM_NAME_042_LC04;3221225472
ITEM_NAME_042_LC05;3221225472
ITEM_NAME_042_LC06;3221225472
ITEM_NAME_042_LC07;3221225472
ITEM_NAME_042_LC08;3221225472
ITEM_NAME_042_LC09;3221225472
ITEM_NAME_043;3221225472
ITEM_NAME_043_LC01;3221225472
ITEM_NAME_043_LC02;3221225472
ITEM_NAME_043_LC03;3221225472
ITEM_NAME_043_LC04;3221225472
ITEM_NAME_043_LC05;3221225472
ITEM_NAME_043_LC06;3221225472
ITEM_NAME_043_LC07;3221225472
ITEM_NAME_043_LC08;3221225472
ITEM_NAME_043_LC09;3221225472
ITEM_NAME_044;3221225472
ITEM_NAME_044_LC01;3221225472
ITEM_NAME_044_LC02;3221225472
ITEM_NAME_044_LC03;3221225472
ITEM_NAME_044_LC04;3221225472
ITEM_NAME_044_LC05;3221225472
ITEM_NAME_044_LC06;3221225472
ITEM_NAME_044_LC07;3221225472
ITEM_NAME_044_LC08;3221225472
ITEM_NAME_044_LC09;3221225472
ITEM_NAME_045;3221225472
ITEM_NAME_045_LC01;3221225472
ITEM_NAME_045_LC02;3221225472
ITEM_NAME_045_LC03;3221225472
ITEM_NAME_045_LC04;3221225472
ITEM_NAME_045_LC05;3221225472
ITEM_NAME_045_LC06;3221225472
ITEM_NAME_045_LC07;3221225472
ITEM_NAME_045_LC08;3221225472
ITEM_NAME_045_LC09;3221225472
ITEM_NAME_046;Piedra Escudo
ITEM_NAME_046_LC01;piedra Escudo
ITEM_NAME_046_LC02;3221225472
ITEM_NAME_046_LC03;la
ITEM_NAME_046_LC04;una
ITEM_NAME_046_LC05;piedras Escudo
ITEM_NAME_046_LC06;3221225472
ITEM_NAME_046_LC07;3221225472
ITEM_NAME_046_LC08;3221225472
ITEM_NAME_046_LC09;3221225472
ITEM_NAME_047;Piedra Coraza
ITEM_NAME_047_LC01;piedra Coraza
ITEM_NAME_047_LC02;3221225472
ITEM_NAME_047_LC03;la
ITEM_NAME_047_LC04;una
ITEM_NAME_047_LC05;piedras Coraza
ITEM_NAME_047_LC06;3221225472
ITEM_NAME_047_LC07;3221225472
ITEM_NAME_047_LC08;3221225472
ITEM_NAME_047_LC09;3221225472
ITEM_NAME_048;Piedra Prisa
ITEM_NAME_048_LC01;piedra Prisa
ITEM_NAME_048_LC02;3221225472
ITEM_NAME_048_LC03;la
ITEM_NAME_048_LC04;una
ITEM_NAME_048_LC05;piedras Prisa
ITEM_NAME_048_LC06;3221225472
ITEM_NAME_048_LC07;3221225472
ITEM_NAME_048_LC08;3221225472
ITEM_NAME_048_LC09;3221225472
ITEM_NAME_049;Fluido vitalizante
ITEM_NAME_049_LC01;fluido vitalizante
ITEM_NAME_049_LC02;3221225472
ITEM_NAME_049_LC03;el
ITEM_NAME_049_LC04;un
ITEM_NAME_049_LC05;fluidos vitalizantes
ITEM_NAME_049_LC06;3221225472
ITEM_NAME_049_LC07;3221225472
ITEM_NAME_049_LC08;3221225472
ITEM_NAME_049_LC09;3221225472
ITEM_NAME_050;Manto de estrellas
ITEM_NAME_050_LC01;manto de estrellas
ITEM_NAME_050_LC02;3221225472
ITEM_NAME_050_LC03;el
ITEM_NAME_050_LC04;un
ITEM_NAME_050_LC05;mantos de estrellas
ITEM_NAME_050_LC06;3221225472
ITEM_NAME_050_LC07;3221225472
ITEM_NAME_050_LC08;3221225472
ITEM_NAME_050_LC09;3221225472
ITEM_NAME_051;Telaraña
ITEM_NAME_051_LC01;telaraña
ITEM_NAME_051_LC02;3221225472
ITEM_NAME_051_LC03;la
ITEM_NAME_051_LC04;una
ITEM_NAME_051_LC05;telarañas
ITEM_NAME_051_LC06;3221225472
ITEM_NAME_051_LC07;3221225472
ITEM_NAME_051_LC08;3221225472
ITEM_NAME_051_LC09;3221225472
ITEM_NAME_052;Antorcha sagrada
ITEM_NAME_052_LC01;antorcha sagrada
ITEM_NAME_052_LC02;3221225472
ITEM_NAME_052_LC03;la
ITEM_NAME_052_LC04;una
ITEM_NAME_052_LC05;antorchas sagradas
ITEM_NAME_052_LC06;3221225472
ITEM_NAME_052_LC07;3221225472
ITEM_NAME_052_LC08;3221225472
ITEM_NAME_052_LC09;3221225472
ITEM_NAME_053;Teleportita
ITEM_NAME_053_LC01;teleportita
ITEM_NAME_053_LC02;3221225472
ITEM_NAME_053_LC03;la
ITEM_NAME_053_LC04;la
ITEM_NAME_053_LC05;teleportitas
ITEM_NAME_053_LC06;3221225472
ITEM_NAME_053_LC07;3221225472
ITEM_NAME_053_LC08;3221225472
ITEM_NAME_053_LC09;3221225472
ITEM_NAME_054;Transfifruta
ITEM_NAME_054_LC01;transfifruta
ITEM_NAME_054_LC02;3221225472
ITEM_NAME_054_LC03;la
ITEM_NAME_054_LC04;una
ITEM_NAME_054_LC05;transfifrutas
ITEM_NAME_054_LC06;3221225472
ITEM_NAME_054_LC07;3221225472
ITEM_NAME_054_LC08;3221225472
ITEM_NAME_054_LC09;3221225472
ITEM_NAME_055;Abono semieterno
ITEM_NAME_055_LC01;abono semieterno
ITEM_NAME_055_LC02;3221225472
ITEM_NAME_055_LC03;el
ITEM_NAME_055_LC04;el
ITEM_NAME_055_LC05;abonos semieternos
ITEM_NAME_055_LC06;3221225472
ITEM_NAME_055_LC07;3221225472
ITEM_NAME_055_LC08;3221225472
ITEM_NAME_055_LC09;3221225472
ITEM_NAME_056;Carta de Cornelia
ITEM_NAME_056_LC01;carta de Cornelia
ITEM_NAME_056_LC02;3221225472
ITEM_NAME_056_LC03;la
ITEM_NAME_056_LC04;la
ITEM_NAME_056_LC05;cartas de Cornelia
ITEM_NAME_056_LC06;3221225472
ITEM_NAME_056_LC07;3221225472
ITEM_NAME_056_LC08;3221225472
ITEM_NAME_056_LC09;3221225472
ITEM_NAME_057;Calientamanos mágico
ITEM_NAME_057_LC01;calientamanos mágico
ITEM_NAME_057_LC02;3221225472
ITEM_NAME_057_LC03;el
ITEM_NAME_057_LC04;el
ITEM_NAME_057_LC05;calientamanos mágicos
ITEM_NAME_057_LC06;3221225472
ITEM_NAME_057_LC07;3221225472
ITEM_NAME_057_LC08;3221225472
ITEM_NAME_057_LC09;3221225472
ITEM_NAME_058;Monóculos mágicos
ITEM_NAME_058_LC01;monóculos mágicos
ITEM_NAME_058_LC02;3221225472
ITEM_NAME_058_LC03;los
ITEM_NAME_058_LC04;unos
ITEM_NAME_058_LC05;monóculos mágicos
ITEM_NAME_058_LC06;3221225472
ITEM_NAME_058_LC07;3221225472
ITEM_NAME_058_LC08;3221225472
ITEM_NAME_058_LC09;3221225472
ITEM_NAME_059;Llave Ignis
ITEM_NAME_059_LC01;llave Ignis
ITEM_NAME_059_LC02;3221225472
ITEM_NAME_059_LC03;la
ITEM_NAME_059_LC04;la
ITEM_NAME_059_LC05;llaves Ignis
ITEM_NAME_059_LC06;3221225472
ITEM_NAME_059_LC07;3221225472
ITEM_NAME_059_LC08;3221225472
ITEM_NAME_059_LC09;3221225472
ITEM_NAME_060;Llave Gea
ITEM_NAME_060_LC01;llave Gea
ITEM_NAME_060_LC02;3221225472
ITEM_NAME_060_LC03;la
ITEM_NAME_060_LC04;la
ITEM_NAME_060_LC05;llaves Gea
ITEM_NAME_060_LC06;3221225472
ITEM_NAME_060_LC07;3221225472
ITEM_NAME_060_LC08;3221225472
ITEM_NAME_060_LC09;3221225472
ITEM_NAME_061;Llave Tenebra
ITEM_NAME_061_LC01;llave Tenebra
ITEM_NAME_061_LC02;3221225472
ITEM_NAME_061_LC03;la
ITEM_NAME_061_LC04;la
ITEM_NAME_061_LC05;llaves Tenebra
ITEM_NAME_061_LC06;3221225472
ITEM_NAME_061_LC07;3221225472
ITEM_NAME_061_LC08;3221225472
ITEM_NAME_061_LC09;3221225472
ITEM_NAME_062;Llave Oceanus
ITEM_NAME_062_LC01;llave Oceanus
ITEM_NAME_062_LC02;3221225472
ITEM_NAME_062_LC03;la
ITEM_NAME_062_LC04;la
ITEM_NAME_062_LC05;llaves Oceanus
ITEM_NAME_062_LC06;3221225472
ITEM_NAME_062_LC07;3221225472
ITEM_NAME_062_LC08;3221225472
ITEM_NAME_062_LC09;3221225472
ITEM_NAME_063;Pingüirrubí
ITEM_NAME_063_LC01;pingüirrubí
ITEM_NAME_063_LC02;3221225472
ITEM_NAME_063_LC03;el
ITEM_NAME_063_LC04;un
ITEM_NAME_063_LC05;pingüirrubíes
ITEM_NAME_063_LC06;3221225472
ITEM_NAME_063_LC07;3221225472
ITEM_NAME_063_LC08;3221225472
ITEM_NAME_063_LC09;3221225472
ITEM_NAME_064;Oxilíquido
ITEM_NAME_064_LC01;oxilíquido
ITEM_NAME_064_LC02;3221225472
ITEM_NAME_064_LC03;el
ITEM_NAME_064_LC04;el
ITEM_NAME_064_LC05;oxilíquidos
ITEM_NAME_064_LC06;3221225472
ITEM_NAME_064_LC07;3221225472
ITEM_NAME_064_LC08;3221225472
ITEM_NAME_064_LC09;3221225472
ITEM_NAME_065;Antídoto branquial
ITEM_NAME_065_LC01;antídoto branquial
ITEM_NAME_065_LC02;3221225472
ITEM_NAME_065_LC03;el
ITEM_NAME_065_LC04;el
ITEM_NAME_065_LC05;antídotos branquiales
ITEM_NAME_065_LC06;3221225472
ITEM_NAME_065_LC07;3221225472
ITEM_NAME_065_LC08;3221225472
ITEM_NAME_065_LC09;3221225472
ITEM_NAME_066;Hoja 1 de un diario
ITEM_NAME_066_LC01;hoja 1 de un diario
ITEM_NAME_066_LC02;3221225472
ITEM_NAME_066_LC03;la
ITEM_NAME_066_LC04;la
ITEM_NAME_066_LC05;3221225472
ITEM_NAME_066_LC06;3221225472
ITEM_NAME_066_LC07;3221225472
ITEM_NAME_066_LC08;3221225472
ITEM_NAME_066_LC09;3221225472
ITEM_NAME_067;Hoja 2 de un diario
ITEM_NAME_067_LC01;hoja 2 de un diario
ITEM_NAME_067_LC02;3221225472
ITEM_NAME_067_LC03;la
ITEM_NAME_067_LC04;la
ITEM_NAME_067_LC05;3221225472
ITEM_NAME_067_LC06;3221225472
ITEM_NAME_067_LC07;3221225472
ITEM_NAME_067_LC08;3221225472
ITEM_NAME_067_LC09;3221225472
ITEM_NAME_068;Hoja 3 de un diario
ITEM_NAME_068_LC01;hoja 3 de un diario
ITEM_NAME_068_LC02;3221225472
ITEM_NAME_068_LC03;la
ITEM_NAME_068_LC04;la
ITEM_NAME_068_LC05;3221225472
ITEM_NAME_068_LC06;3221225472
ITEM_NAME_068_LC07;3221225472
ITEM_NAME_068_LC08;3221225472
ITEM_NAME_068_LC09;3221225472
ITEM_NAME_069;Hoja 4 de un diario
ITEM_NAME_069_LC01;hoja 4 de un diario
ITEM_NAME_069_LC02;3221225472
ITEM_NAME_069_LC03;la
ITEM_NAME_069_LC04;la
ITEM_NAME_069_LC05;3221225472
ITEM_NAME_069_LC06;3221225472
ITEM_NAME_069_LC07;3221225472
ITEM_NAME_069_LC08;3221225472
ITEM_NAME_069_LC09;3221225472
ITEM_NAME_070;Hoja 5 de un diario
ITEM_NAME_070_LC01;hoja 5 de un diario
ITEM_NAME_070_LC02;3221225472
ITEM_NAME_070_LC03;la
ITEM_NAME_070_LC04;la
ITEM_NAME_070_LC05;3221225472
ITEM_NAME_070_LC06;3221225472
ITEM_NAME_070_LC07;3221225472
ITEM_NAME_070_LC08;3221225472
