CHARA_NAME_PLAYER001;Lann
CHARA_NAME_STAR007_LC02;de Cloud
CHARA_NAME_STAR007_LC03;3221225472
CHARA_NAME_STAR007_LC04;3221225472
CHARA_NAME_STAR007_LC05;3221225472
CHARA_NAME_STAR007_LC06;3221225472
CHARA_NAME_STAR007_LC07;3221225472
CHARA_NAME_STAR007_LC08;3221225472
CHARA_NAME_STAR007_LC09;3221225472
CHARA_NAME_STAR008;Squall
CHARA_NAME_STAR008_LC01;3221225472
CHARA_NAME_STAR008_LC02;de Squall
CHARA_NAME_STAR008_LC03;3221225472
CHARA_NAME_STAR008_LC04;3221225472
CHARA_NAME_STAR008_LC05;3221225472
CHARA_NAME_STAR008_LC06;3221225472
CHARA_NAME_STAR008_LC07;3221225472
CHARA_NAME_STAR008_LC08;3221225472
CHARA_NAME_STAR008_LC09;3221225472
CHARA_NAME_STAR009;Terra
CHARA_NAME_STAR009_LC01;3221225472
CHARA_NAME_STAR009_LC02;de Terra
CHARA_NAME_STAR009_LC03;3221225472
CHARA_NAME_STAR009_LC04;3221225472
CHARA_NAME_STAR009_LC05;3221225472
CHARA_NAME_STAR009_LC06;3221225472
CHARA_NAME_STAR009_LC07;3221225472
CHARA_NAME_STAR009_LC08;3221225472
CHARA_NAME_STAR009_LC09;3221225472
CHARA_NAME_STAR010;Vivi
CHARA_NAME_STAR010_LC01;3221225472
CHARA_NAME_STAR010_LC02;de Vivi
CHARA_NAME_STAR010_LC03;3221225472
CHARA_NAME_STAR010_LC04;3221225472
CHARA_NAME_STAR010_LC05;3221225472
CHARA_NAME_STAR010_LC06;3221225472
CHARA_NAME_STAR010_LC07;3221225472
CHARA_NAME_STAR010_LC08;3221225472
CHARA_NAME_STAR010_LC09;3221225472
CHARA_NAME_STAR011;Edgar
CHARA_NAME_STAR011_LC01;3221225472
CHARA_NAME_STAR011_LC02;de Edgar
CHARA_NAME_STAR011_LC03;3221225472
CHARA_NAME_STAR011_LC04;3221225472
CHARA_NAME_STAR011_LC05;3221225472
CHARA_NAME_STAR011_LC06;3221225472
CHARA_NAME_STAR011_LC07;3221225472
CHARA_NAME_STAR011_LC08;3221225472
CHARA_NAME_STAR011_LC09;3221225472
CHARA_NAME_STAR012;Eiko
CHARA_NAME_STAR012_LC01;3221225472
CHARA_NAME_STAR012_LC02;de Eiko
CHARA_NAME_STAR012_LC03;3221225472
CHARA_NAME_STAR012_LC04;3221225472
CHARA_NAME_STAR012_LC05;3221225472
CHARA_NAME_STAR012_LC06;3221225472
CHARA_NAME_STAR012_LC07;3221225472
CHARA_NAME_STAR012_LC08;3221225472
CHARA_NAME_STAR012_LC09;3221225472
CHARA_NAME_STAR013;Tidus
CHARA_NAME_STAR013_LC01;3221225472
CHARA_NAME_STAR013_LC02;de Tidus
CHARA_NAME_STAR013_LC03;3221225472
CHARA_NAME_STAR013_LC04;3221225472
CHARA_NAME_STAR013_LC05;3221225472
CHARA_NAME_STAR013_LC06;3221225472
CHARA_NAME_STAR013_LC07;3221225472
CHARA_NAME_STAR013_LC08;3221225472
CHARA_NAME_STAR013_LC09;3221225472
CHARA_NAME_STAR014;Yuna
CHARA_NAME_STAR014_LC01;3221225472
CHARA_NAME_STAR014_LC02;de Yuna
CHARA_NAME_STAR014_LC03;3221225472
CHARA_NAME_STAR014_LC04;3221225472
CHARA_NAME_STAR014_LC05;3221225472
CHARA_NAME_STAR014_LC06;3221225472
CHARA_NAME_STAR014_LC07;3221225472
CHARA_NAME_STAR014_LC08;3221225472
CHARA_NAME_STAR014_LC09;3221225472
CHARA_NAME_STAR015;Tifa
CHARA_NAME_STAR015_LC01;3221225472
CHARA_NAME_STAR015_LC02;de Tifa
CHARA_NAME_STAR015_LC03;3221225472
CHARA_NAME_STAR015_LC04;3221225472
CHARA_NAME_STAR015_LC05;3221225472
CHARA_NAME_STAR015_LC06;3221225472
CHARA_NAME_STAR015_LC07;3221225472
CHARA_NAME_STAR015_LC08;3221225472
CHARA_NAME_STAR015_LC09;3221225472
CHARA_NAME_STAR016;Chocolatte
CHARA_NAME_STAR016_LC01;3221225472
CHARA_NAME_STAR016_LC02;de Chocolatte
CHARA_NAME_STAR016_LC03;3221225472
CHARA_NAME_STAR016_LC04;3221225472
CHARA_NAME_STAR016_LC05;3221225472
CHARA_NAME_STAR016_LC06;3221225472
CHARA_NAME_STAR016_LC07;3221225472
CHARA_NAME_STAR016_LC08;3221225472
CHARA_NAME_STAR016_LC09;3221225472
CHARA_NAME_STAR017;Cid
CHARA_NAME_STAR017_LC01;3221225472
CHARA_NAME_STAR017_LC02;de Cid
CHARA_NAME_STAR017_LC03;3221225472
CHARA_NAME_STAR017_LC04;3221225472
CHARA_NAME_STAR017_LC05;3221225472
CHARA_NAME_STAR017_LC06;3221225472
CHARA_NAME_STAR017_LC07;3221225472
CHARA_NAME_STAR017_LC08;3221225472
CHARA_NAME_STAR017_LC09;3221225472
CHARA_NAME_STAR018;Celes
CHARA_NAME_STAR018_LC01;3221225472
CHARA_NAME_STAR018_LC02;de Celes
CHARA_NAME_STAR018_LC03;3221225472
CHARA_NAME_STAR018_LC04;3221225472
CHARA_NAME_STAR018_LC05;3221225472
CHARA_NAME_STAR018_LC06;3221225472
CHARA_NAME_STAR018_LC07;3221225472
CHARA_NAME_STAR018_LC08;3221225472
CHARA_NAME_STAR018_LC09;3221225472
CHARA_NAME_STAR023;Rikku
CHARA_NAME_STAR023_LC01;3221225472
CHARA_NAME_STAR023_LC02;de Rikku
CHARA_NAME_STAR023_LC03;3221225472
CHARA_NAME_STAR023_LC04;3221225472
CHARA_NAME_STAR023_LC05;3221225472
CHARA_NAME_STAR023_LC06;3221225472
CHARA_NAME_STAR023_LC07;3221225472
CHARA_NAME_STAR023_LC08;3221225472
CHARA_NAME_STAR023_LC09;3221225472
CHARA_NAME_STAR024;Shantotto
CHARA_NAME_STAR024_LC01;3221225472
CHARA_NAME_STAR024_LC02;de Shantotto
CHARA_NAME_STAR024_LC03;3221225472
CHARA_NAME_STAR024_LC04;3221225472
CHARA_NAME_STAR024_LC05;3221225472
CHARA_NAME_STAR024_LC06;3221225472
CHARA_NAME_STAR024_LC07;3221225472
CHARA_NAME_STAR024_LC08;3221225472
CHARA_NAME_STAR024_LC09;3221225472
CHARA_NAME_STAR027;Snow
CHARA_NAME_STAR027_LC01;3221225472
CHARA_NAME_STAR027_LC02;de Snow
CHARA_NAME_STAR027_LC03;3221225472
CHARA_NAME_STAR027_LC04;3221225472
CHARA_NAME_STAR027_LC05;3221225472
CHARA_NAME_STAR027_LC06;3221225472
CHARA_NAME_STAR027_LC07;3221225472
CHARA_NAME_STAR027_LC08;3221225472
CHARA_NAME_STAR027_LC09;3221225472
CHARA_NAME_STAR030;Sherlotta
CHARA_NAME_STAR030_LC01;3221225472
CHARA_NAME_STAR030_LC02;de Sherlotta
CHARA_NAME_STAR030_LC03;3221225472
CHARA_NAME_STAR030_LC04;3221225472
CHARA_NAME_STAR030_LC05;3221225472
CHARA_NAME_STAR030_LC06;3221225472
CHARA_NAME_STAR030_LC07;3221225472
CHARA_NAME_STAR030_LC08;3221225472
CHARA_NAME_STAR030_LC09;3221225472
CHARA_NAME_STAR037;Quistis
CHARA_NAME_STAR037_LC01;3221225472
CHARA_NAME_STAR037_LC02;de Quistis
CHARA_NAME_STAR037_LC03;3221225472
CHARA_NAME_STAR037_LC04;3221225472
CHARA_NAME_STAR037_LC05;3221225472
CHARA_NAME_STAR037_LC06;3221225472
CHARA_NAME_STAR037_LC07;3221225472
CHARA_NAME_STAR037_LC08;3221225472
CHARA_NAME_STAR037_LC09;3221225472
CHARA_NAME_STAR038;Shelke
CHARA_NAME_STAR038_LC01;3221225472
CHARA_NAME_STAR038_LC02;de Shelke
CHARA_NAME_STAR038_LC03;3221225472
CHARA_NAME_STAR038_LC04;3221225472
CHARA_NAME_STAR038_LC05;3221225472
CHARA_NAME_STAR038_LC06;3221225472
CHARA_NAME_STAR038_LC07;3221225472
CHARA_NAME_STAR038_LC08;3221225472
CHARA_NAME_STAR038_LC09;3221225472
CHARA_NAME_STAR039;Lightning
CHARA_NAME_STAR039_LC01;3221225472
CHARA_NAME_STAR039_LC02;de Lightning
CHARA_NAME_STAR039_LC03;3221225472
CHARA_NAME_STAR039_LC04;3221225472
CHARA_NAME_STAR039_LC05;3221225472
CHARA_NAME_STAR039_LC06;3221225472
CHARA_NAME_STAR039_LC07;3221225472
CHARA_NAME_STAR039_LC08;3221225472
CHARA_NAME_STAR039_LC09;3221225472
CHARA_NAME_CHARA001;Enna Kros
CHARA_NAME_CHARA001_LC01;3221225472
CHARA_NAME_CHARA001_LC02;de Enna Kros
CHARA_NAME_CHARA001_LC03;3221225472
CHARA_NAME_CHARA001_LC04;3221225472
CHARA_NAME_CHARA001_LC05;3221225472
CHARA_NAME_CHARA001_LC06;3221225472
CHARA_NAME_CHARA001_LC07;3221225472
CHARA_NAME_CHARA001_LC08;3221225472
CHARA_NAME_CHARA001_LC09;3221225472
CHARA_NAME_CHARA002;Hauyn
CHARA_NAME_CHARA002_LC01;3221225472
CHARA_NAME_CHARA002_LC02;de Hauyn
CHARA_NAME_CHARA002_LC03;3221225472
CHARA_NAME_CHARA002_LC04;3221225472
CHARA_NAME_CHARA002_LC05;3221225472
CHARA_NAME_CHARA002_LC06;3221225472
CHARA_NAME_CHARA002_LC07;3221225472
CHARA_NAME_CHARA002_LC08;3221225472
CHARA_NAME_CHARA002_LC09;3221225472
CHARA_NAME_CHARA003;Mujer enmascarada
CHARA_NAME_CHARA003_LC01;3221225472
CHARA_NAME_CHARA003_LC02;3221225472
CHARA_NAME_CHARA003_LC03;3221225472
CHARA_NAME_CHARA003_LC04;3221225472
CHARA_NAME_CHARA003_LC05;3221225472
CHARA_NAME_CHARA003_LC06;3221225472
CHARA_NAME_CHARA003_LC07;3221225472
CHARA_NAME_CHARA003_LC08;3221225472
CHARA_NAME_CHARA003_LC09;3221225472
CHARA_NAME_CHARA004;Mujer enmascarada
CHARA_NAME_CHARA004_LC01;3221225472
CHARA_NAME_CHARA004_LC02;3221225472
CHARA_NAME_CHARA004_LC03;3221225472
CHARA_NAME_CHARA004_LC04;3221225472
CHARA_NAME_CHARA004_LC05;3221225472
CHARA_NAME_CHARA004_LC06;3221225472
CHARA_NAME_CHARA004_LC07;3221225472
CHARA_NAME_CHARA004_LC08;3221225472
CHARA_NAME_CHARA004_LC09;3221225472
CHARA_NAME_CHARA005;Hauyn
CHARA_NAME_CHARA005_LC01;3221225472
CHARA_NAME_CHARA005_LC02;3221225472
CHARA_NAME_CHARA005_LC03;3221225472
CHARA_NAME_CHARA005_LC04;3221225472
CHARA_NAME_CHARA005_LC05;3221225472
CHARA_NAME_CHARA005_LC06;3221225472
CHARA_NAME_CHARA005_LC07;3221225472
CHARA_NAME_CHARA005_LC08;3221225472
CHARA_NAME_CHARA005_LC09;3221225472
CHARA_NAME_CHARA006;Lusse
CHARA_NAME_CHARA006_LC01;3221225472
CHARA_NAME_CHARA006_LC02;3221225472
CHARA_NAME_CHARA006_LC03;3221225472
CHARA_NAME_CHARA006_LC04;3221225472
CHARA_NAME_CHARA006_LC05;3221225472
CHARA_NAME_CHARA006_LC06;3221225472
CHARA_NAME_CHARA006_LC07;3221225472
CHARA_NAME_CHARA006_LC08;3221225472
CHARA_NAME_CHARA006_LC09;3221225472
CHARA_NAME_CHARA007;Rorrik
CHARA_NAME_CHARA007_LC01;3221225472
CHARA_NAME_CHARA007_LC02;3221225472
CHARA_NAME_CHARA007_LC03;3221225472
CHARA_NAME_CHARA007_LC04;3221225472
CHARA_NAME_CHARA007_LC05;3221225472
CHARA_NAME_CHARA007_LC06;3221225472
CHARA_NAME_CHARA007_LC07;3221225472
CHARA_NAME_CHARA007_LC08;3221225472
CHARA_NAME_CHARA007_LC09;3221225472
CHARA_NAME_CHARA008;Chica sin nombre
CHARA_NAME_CHARA008_LC01;3221225472
CHARA_NAME_CHARA008_LC02;3221225472
CHARA_NAME_CHARA008_LC03;3221225472
CHARA_NAME_CHARA008_LC04;3221225472
CHARA_NAME_CHARA008_LC05;3221225472
CHARA_NAME_CHARA008_LC06;3221225472
CHARA_NAME_CHARA008_LC07;3221225472
CHARA_NAME_CHARA008_LC08;3221225472
CHARA_NAME_CHARA008_LC09;3221225472
CHARA_NAME_CHARA009;Gato
CHARA_NAME_CHARA009_LC01;3221225472
CHARA_NAME_CHARA009_LC02;3221225472
CHARA_NAME_CHARA009_LC03;3221225472
CHARA_NAME_CHARA009_LC04;3221225472
CHARA_NAME_CHARA009_LC05;3221225472
CHARA_NAME_CHARA009_LC06;3221225472
CHARA_NAME_CHARA009_LC07;3221225472
CHARA_NAME_CHARA009_LC08;3221225472
CHARA_NAME_CHARA009_LC09;3221225472
CHARA_NAME_CHARA010;Rana plateada
CHARA_NAME_CHARA010_LC01;3221225472
CHARA_NAME_CHARA010_LC02;3221225472
CHARA_NAME_CHARA010_LC03;3221225472
CHARA_NAME_CHARA010_LC04;3221225472
CHARA_NAME_CHARA010_LC05;3221225472
CHARA_NAME_CHARA010_LC06;3221225472
CHARA_NAME_CHARA010_LC07;3221225472
CHARA_NAME_CHARA010_LC08;3221225472
CHARA_NAME_CHARA010_LC09;3221225472
CHARA_NAME_CHARA011;Shiva-Ixion
CHARA_NAME_CHARA011_LC01;3221225472
CHARA_NAME_CHARA011_LC02;3221225472
CHARA_NAME_CHARA011_LC03;3221225472
CHARA_NAME_CHARA011_LC04;3221225472
CHARA_NAME_CHARA011_LC05;3221225472
CHARA_NAME_CHARA011_LC06;3221225472
CHARA_NAME_CHARA011_LC07;3221225472
CHARA_NAME_CHARA011_LC08;3221225472
CHARA_NAME_CHARA011_LC09;3221225472
CHARA_NAME_CHARA030;Revisor cactilio
CHARA_NAME_CHARA030_LC01;3221225472
CHARA_NAME_CHARA030_LC02;3221225472
CHARA_NAME_CHARA030_LC03;3221225472
CHARA_NAME_CHARA030_LC04;3221225472
CHARA_NAME_CHARA030_LC05;3221225472
CHARA_NAME_CHARA030_LC06;3221225472
CHARA_NAME_CHARA030_LC07;3221225472
CHARA_NAME_CHARA030_LC08;3221225472
CHARA_NAME_CHARA030_LC09;3221225472
CHARA_NAME_CHARA020;Brandelis
CHARA_NAME_CHARA020_LC01;3221225472
CHARA_NAME_CHARA020_LC02;3221225472
CHARA_NAME_CHARA020_LC03;3221225472
CHARA_NAME_CHARA020_LC04;3221225472
CHARA_NAME_CHARA020_LC05;3221225472
CHARA_NAME_CHARA020_LC06;3221225472
CHARA_NAME_CHARA020_LC07;3221225472
CHARA_NAME_CHARA020_LC08;3221225472
CHARA_NAME_CHARA020_LC09;3221225472
CHARA_NAME_CHARA021;Rey de Bahamut
CHARA_NAME_CHARA021_LC01;3221225472
CHARA_NAME_CHARA021_LC02;3221225472
CHARA_NAME_CHARA021_LC03;3221225472
CHARA_NAME_CHARA021_LC04;3221225472
CHARA_NAME_CHARA021_LC05;3221225472
CHARA_NAME_CHARA021_LC06;3221225472
CHARA_NAME_CHARA021_LC07;3221225472
CHARA_NAME_CHARA021_LC08;3221225472
CHARA_NAME_CHARA021_LC09;3221225472
CHARA_NAME_CHARA022;Bahamut Exnueve
CHARA_NAME_CHARA022_LC01;3221225472
CHARA_NAME_CHARA022_LC02;3221225472
CHARA_NAME_CHARA022_LC03;3221225472
CHARA_NAME_CHARA022_LC04;3221225472
CHARA_NAME_CHARA022_LC05;3221225472
CHARA_NAME_CHARA022_LC06;3221225472
CHARA_NAME_CHARA022_LC07;3221225472
CHARA_NAME_CHARA022_LC08;3221225472
CHARA_NAME_CHARA022_LC09;3221225472
CHARA_NAME_CHARA025;Caballero de la Máscara Dorada
CHARA_NAME_CHARA025_LC01;3221225472
CHARA_NAME_CHARA025_LC02;3221225472
CHARA_NAME_CHARA025_LC03;3221225472
CHARA_NAME_CHARA025_LC04;3221225472
CHARA_NAME_CHARA025_LC05;3221225472
CHARA_NAME_CHARA025_LC06;3221225472
CHARA_NAME_CHARA025_LC07;3221225472
CHARA_NAME_CHARA025_LC08;3221225472
CHARA_NAME_CHARA025_LC09;3221225472
CHARA_NAME_CHARA026;Segwarides
CHARA_NAME_CHARA026_LC01;3221225472
CHARA_NAME_CHARA026_LC02;3221225472
CHARA_NAME_CHARA026_LC03;3221225472
CHARA_NAME_CHARA026_LC04;3221225472
CHARA_NAME_CHARA026_LC05;3221225472
CHARA_NAME_CHARA026_LC06;3221225472
CHARA_NAME_CHARA026_LC07;3221225472
CHARA_NAME_CHARA026_LC08;3221225472
CHARA_NAME_CHARA026_LC09;3221225472
CHARA_NAME_CHARA027;3221225472
CHARA_NAME_CHARA027_LC01;3221225472
CHARA_NAME_CHARA027_LC02;3221225472
CHARA_NAME_CHARA027_LC03;3221225472
CHARA_NAME_CHARA027_LC04;3221225472
CHARA_NAME_CHARA027_LC05;3221225472
CHARA_NAME_CHARA027_LC06;3221225472
CHARA_NAME_CHARA027_LC07;3221225472
CHARA_NAME_CHARA027_LC08;3221225472
CHARA_NAME_CHARA027_LC09;3221225472
CHARA_NAME_CHARA028;3221225472
CHARA_NAME_CHARA028_LC01;3221225472
CHARA_NAME_CHARA028_LC02;3221225472
CHARA_NAME_CHARA028_LC03;3221225472
CHARA_NAME_CHARA028_LC04;3221225472
CHARA_NAME_CHARA028_LC05;3221225472
CHARA_NAME_CHARA028_LC06;3221225472
CHARA_NAME_CHARA028_LC07;3221225472
CHARA_NAME_CHARA028_LC08;3221225472
CHARA_NAME_CHARA028_LC09;3221225472
CHARA_NAME_CHARA029;3221225472
CHARA_NAME_CHARA029_LC01;3221225472
CHARA_NAME_CHARA029_LC02;3221225472
CHARA_NAME_CHARA029_LC03;3221225472
CHARA_NAME_CHARA029_LC04;3221225472
CHARA_NAME_CHARA029_LC05;3221225472
CHARA_NAME_CHARA029_LC06;3221225472
CHARA_NAME_CHARA029_LC07;3221225472
CHARA_NAME_CHARA029_LC08;3221225472
CHARA_NAME_CHARA029_LC09;3221225472
CHARA_NAME_CHARA031;3221225472
CHARA_NAME_CHARA031_LC01;3221225472
CHARA_NAME_CHARA031_LC02;3221225472
CHARA_NAME_CHARA031_LC03;3221225472
CHARA_NAME_CHARA031_LC04;3221225472
CHARA_NAME_CHARA031_LC05;3221225472
CHARA_NAME_CHARA031_LC06;3221225472
CHARA_NAME_CHARA031_LC07;3221225472
CHARA_NAME_CHARA031_LC08;3221225472
CHARA_NAME_CHARA031_LC09;3221225472
CHARA_NAME_CHARA032;3221225472
CHARA_NAME_CHARA032_LC01;3221225472
CHARA_NAME_CHARA032_LC02;3221225472
CHARA_NAME_CHARA032_LC03;3221225472
CHARA_NAME_CHARA032_LC04;3221225472
CHARA_NAME_CHARA032_LC05;3221225472
CHARA_NAME_CHARA032_LC06;3221225472
CHARA_NAME_CHARA032_LC07;3221225472
CHARA_NAME_CHARA032_LC08;3221225472
CHARA_NAME_CHARA032_LC09;3221225472
CHARA_NAME_CHARA033;Guerrera Alada
CHARA_NAME_CHARA033_LC01;3221225472
CHARA_NAME_CHARA033_LC02;3221225472
CHARA_NAME_CHARA033_LC03;3221225472
CHARA_NAME_CHARA033_LC04;3221225472
CHARA_NAME_CHARA033_LC05;3221225472
CHARA_NAME_CHARA033_LC06;3221225472
CHARA_NAME_CHARA033_LC07;3221225472
CHARA_NAME_CHARA033_LC08;3221225472
CHARA_NAME_CHARA033_LC09;3221225472
CHARA_NAME_CHARA034;Pellinore
CHARA_NAME_CHARA034_LC01;3221225472
CHARA_NAME_CHARA034_LC02;3221225472
CHARA_NAME_CHARA034_LC03;3221225472
CHARA_NAME_CHARA034_LC04;3221225472
CHARA_NAME_CHARA034_LC05;3221225472
CHARA_NAME_CHARA034_LC06;3221225472
CHARA_NAME_CHARA034_LC07;3221225472
CHARA_NAME_CHARA034_LC08;3221225472
CHARA_NAME_CHARA034_LC09;3221225472
CHARA_NAME_NPC001;Lugareño 1
CHARA_NAME_NPC001_LC01;3221225472
CHARA_NAME_NPC001_LC02;3221225472
CHARA_NAME_NPC001_LC03;3221225472
CHARA_NAME_NPC001_LC04;3221225472
CHARA_NAME_NPC001_LC05;3221225472
CHARA_NAME_NPC001_LC06;3221225472
CHARA_NAME_NPC001_LC07;3221225472
CHARA_NAME_NPC001_LC08;3221225472
CHARA_NAME_NPC001_LC09;3221225472
CHARA_NAME_NPC002;Lugareño 2
CHARA_NAME_NPC002_LC01;3221225472
CHARA_NAME_NPC002_LC02;3221225472
CHARA_NAME_NPC002_LC03;3221225472
CHARA_NAME_NPC002_LC04;3221225472
CHARA_NAME_NPC002_LC05;3221225472
CHARA_NAME_NPC002_LC06;3221225472
CHARA_NAME_NPC002_LC07;3221225472
CHARA_NAME_NPC002_LC08;3221225472
CHARA_NAME_NPC002_LC09;3221225472
CHARA_NAME_NPC003;Lugareño 3
CHARA_NAME_NPC003_LC01;3221225472
CHARA_NAME_NPC003_LC02;3221225472
CHARA_NAME_NPC003_LC03;3221225472
CHARA_NAME_NPC003_LC04;3221225472
CHARA_NAME_NPC003_LC05;3221225472
CHARA_NAME_NPC003_LC06;3221225472
CHARA_NAME_NPC003_LC07;3221225472
CHARA_NAME_NPC003_LC08;3221225472
CHARA_NAME_NPC003_LC09;3221225472
CHARA_NAME_NPC004;Lugareño 4
CHARA_NAME_NPC004_LC01;3221225472
CHARA_NAME_NPC004_LC02;3221225472
CHARA_NAME_NPC004_LC03;3221225472
CHARA_NAME_NPC004_LC04;3221225472
CHARA_NAME_NPC004_LC05;3221225472
CHARA_NAME_NPC004_LC06;3221225472
CHARA_NAME_NPC004_LC07;3221225472
CHARA_NAME_NPC004_LC08;3221225472
CHARA_NAME_NPC004_LC09;3221225472
CHARA_NAME_NPC005;Lugareña 1
CHARA_NAME_NPC005_LC01;3221225472
CHARA_NAME_NPC005_LC02;3221225472
CHARA_NAME_NPC005_LC03;3221225472
CHARA_NAME_NPC005_LC04;3221225472
CHARA_NAME_NPC005_LC05;3221225472
CHARA_NAME_NPC005_LC06;3221225472
CHARA_NAME_NPC005_LC07;3221225472
CHARA_NAME_NPC005_LC08;3221225472
CHARA_NAME_NPC005_LC09;3221225472
CHARA_NAME_NPC006;Lugareña 2
CHARA_NAME_NPC006_LC01;3221225472
CHARA_NAME_NPC006_LC02;3221225472
CHARA_NAME_NPC006_LC03;3221225472
CHARA_NAME_NPC006_LC04;3221225472
CHARA_NAME_NPC006_LC05;3221225472
CHARA_NAME_NPC006_LC06;3221225472
CHARA_NAME_NPC006_LC07;3221225472
CHARA_NAME_NPC006_LC08;3221225472
CHARA_NAME_NPC006_LC09;3221225472
CHARA_NAME_NPC007;Lugareña 3
CHARA_NAME_NPC007_LC01;3221225472
CHARA_NAME_NPC007_LC02;3221225472
CHARA_NAME_NPC007_LC03;3221225472
CHARA_NAME_NPC007_LC04;3221225472
CHARA_NAME_NPC007_LC05;3221225472
CHARA_NAME_NPC007_LC06;3221225472
CHARA_NAME_NPC007_LC07;3221225472
CHARA_NAME_NPC007_LC08;3221225472
CHARA_NAME_NPC007_LC09;3221225472
CHARA_NAME_NPC008;Lugareña 4
CHARA_NAME_NPC008_LC01;3221225472
CHARA_NAME_NPC008_LC02;3221225472
CHARA_NAME_NPC008_LC03;3221225472
CHARA_NAME_NPC008_LC04;3221225472
CHARA_NAME_NPC008_LC05;3221225472
CHARA_NAME_NPC008_LC06;3221225472
CHARA_NAME_NPC008_LC07;3221225472
CHARA_NAME_NPC008_LC08;3221225472
CHARA_NAME_NPC008_LC09;3221225472
